reaction_time,task_type,trial,session,subject
564.0,3-back,14,Vexing,4
61.0,3-back,14,Vexing,4
0.0,1-back,15,Vexing,4
461.0,1-back,15,Vexing,4
187.0,1-back,15,Vexing,4
15.0,1-back,15,Vexing,4
365.0,1-back,15,Vexing,4
412.0,1-back,15,Vexing,4
349.0,1-back,15,Vexing,4
445.0,1-back,15,Vexing,4
291.0,1-back,15,Vexing,4
355.0,1-back,15,Vexing,4
429.0,1-back,15,Vexing,4
89.0,1-back,15,Vexing,4
0.0,1-back,15,Vexing,4
149.0,1-back,15,Vexing,4
417.0,1-back,15,Vexing,4
369.0,1-back,15,Vexing,4
168.0,1-back,15,Vexing,4
344.0,1-back,15,Vexing,4
470.0,1-back,15,Vexing,4
178.0,1-back,15,Vexing,4
33.0,1-back,15,Vexing,4
0.0,1-back,15,Vexing,4
0.0,3-back,16,Vexing,4
0.0,3-back,16,Vexing,4
0.0,3-back,16,Vexing,4
0.0,3-back,16,Vexing,4
45.0,3-back,16,Vexing,4
179.0,3-back,16,Vexing,4
0.0,3-back,16,Vexing,4
150.0,3-back,16,Vexing,4
129.0,3-back,16,Vexing,4
780.0,3-back,16,Vexing,4
192.0,3-back,16,Vexing,4
425.0,3-back,16,Vexing,4
149.0,3-back,16,Vexing,4
85.0,3-back,16,Vexing,4
683.0,3-back,16,Vexing,4
1090.0,3-back,16,Vexing,4
299.0,3-back,16,Vexing,4
422.0,3-back,16,Vexing,4
237.0,3-back,16,Vexing,4
330.0,3-back,16,Vexing,4
326.0,3-back,16,Vexing,4
310.0,3-back,16,Vexing,4
0.0,1-back,17,Vexing,4
141.0,1-back,17,Vexing,4
209.0,1-back,17,Vexing,4
279.0,1-back,17,Vexing,4
408.0,1-back,17,Vexing,4
331.0,1-back,17,Vexing,4
455.0,1-back,17,Vexing,4
376.0,1-back,17,Vexing,4
316.0,1-back,17,Vexing,4
467.0,1-back,17,Vexing,4
321.0,1-back,17,Vexing,4
373.0,1-back,17,Vexing,4
11.0,1-back,17,Vexing,4
442.0,1-back,17,Vexing,4
0.0,1-back,17,Vexing,4
120.0,1-back,17,Vexing,4
1.0,1-back,17,Vexing,4
153.0,1-back,17,Vexing,4
432.0,1-back,17,Vexing,4
356.0,1-back,17,Vexing,4
435.0,1-back,17,Vexing,4
0.0,1-back,17,Vexing,4
0.0,1-back,1,Calming,8
0.0,1-back,1,Calming,8
1143.0,1-back,1,Calming,8
143.0,1-back,1,Calming,8
110.0,1-back,1,Calming,8
1464.0,1-back,1,Calming,8
1133.0,1-back,1,Calming,8
897.0,1-back,1,Calming,8
456.0,1-back,1,Calming,8
97.0,1-back,1,Calming,8
82.0,1-back,1,Calming,8
415.0,1-back,1,Calming,8
383.0,1-back,1,Calming,8
415.0,1-back,1,Calming,8
69.0,1-back,1,Calming,8
166.0,1-back,1,Calming,8
589.0,1-back,1,Calming,8
812.0,1-back,1,Calming,8
1013.0,1-back,1,Calming,8
780.0,1-back,1,Calming,8
569.0,1-back,1,Calming,8
399.0,1-back,1,Calming,8
0.0,3-back,2,Calming,8
0.0,3-back,2,Calming,8
0.0,3-back,2,Calming,8
109.0,3-back,2,Calming,8
0.0,3-back,2,Calming,8
524.0,3-back,2,Calming,8
1264.0,3-back,2,Calming,8
1165.0,3-back,2,Calming,8
558.0,3-back,2,Calming,8
866.0,3-back,2,Calming,8
453.0,3-back,2,Calming,8
942.0,3-back,2,Calming,8
1287.0,3-back,2,Calming,8
890.0,3-back,2,Calming,8
0.0,3-back,2,Calming,8
56.0,3-back,2,Calming,8
672.0,3-back,2,Calming,8
484.0,3-back,2,Calming,8
0.0,3-back,2,Calming,8
130.0,3-back,2,Calming,8
329.0,3-back,2,Calming,8
0.0,3-back,2,Calming,8
0.0,3-back,3,Calming,8
0.0,3-back,3,Calming,8
0.0,3-back,3,Calming,8
522.0,3-back,3,Calming,8
825.0,3-back,3,Calming,8
1047.0,3-back,3,Calming,8
1297.0,3-back,3,Calming,8
777.0,3-back,3,Calming,8
1218.0,3-back,3,Calming,8
1362.0,3-back,3,Calming,8
666.0,3-back,3,Calming,8
483.0,3-back,3,Calming,8
768.0,3-back,3,Calming,8
488.0,3-back,3,Calming,8
0.0,3-back,3,Calming,8
96.0,3-back,3,Calming,8
79.0,3-back,3,Calming,8
438.0,3-back,3,Calming,8
334.0,3-back,3,Calming,8
547.0,3-back,3,Calming,8
652.0,3-back,3,Calming,8
1003.0,3-back,3,Calming,8
0.0,1-back,4,Calming,8
342.0,1-back,4,Calming,8
343.0,1-back,4,Calming,8
117.0,1-back,4,Calming,8
460.0,1-back,4,Calming,8
484.0,1-back,4,Calming,8
435.0,1-back,4,Calming,8
127.0,1-back,4,Calming,8
9.0,1-back,4,Calming,8
244.0,1-back,4,Calming,8
454.0,1-back,4,Calming,8
396.0,1-back,4,Calming,8
249.0,1-back,4,Calming,8
318.0,1-back,4,Calming,8
0.0,1-back,4,Calming,8
0.0,1-back,4,Calming,8
0.0,1-back,4,Calming,8
244.0,1-back,4,Calming,8
179.0,1-back,4,Calming,8
496.0,1-back,4,Calming,8
820.0,1-back,4,Calming,8
402.0,1-back,4,Calming,8
0.0,3-back,5,Calming,8
0.0,3-back,5,Calming,8
0.0,3-back,5,Calming,8
205.0,3-back,5,Calming,8
384.0,3-back,5,Calming,8
371.0,3-back,5,Calming,8
256.0,3-back,5,Calming,8
364.0,3-back,5,Calming,8
951.0,3-back,5,Calming,8
461.0,3-back,5,Calming,8
1021.0,3-back,5,Calming,8
0.0,3-back,5,Calming,8
288.0,3-back,5,Calming,8
162.0,3-back,5,Calming,8
1053.0,3-back,5,Calming,8
441.0,3-back,5,Calming,8
233.0,3-back,5,Calming,8
1100.0,3-back,5,Calming,8
0.0,3-back,5,Calming,8
115.0,3-back,5,Calming,8
204.0,3-back,5,Calming,8
77.0,3-back,5,Calming,8
0.0,1-back,6,Calming,8
84.0,1-back,6,Calming,8
194.0,1-back,6,Calming,8
90.0,1-back,6,Calming,8
348.0,1-back,6,Calming,8
292.0,1-back,6,Calming,8
172.0,1-back,6,Calming,8
77.0,1-back,6,Calming,8
765.0,1-back,6,Calming,8
309.0,1-back,6,Calming,8
248.0,1-back,6,Calming,8
363.0,1-back,6,Calming,8
1117.0,1-back,6,Calming,8
0.0,1-back,6,Calming,8
879.0,1-back,6,Calming,8
427.0,1-back,6,Calming,8
244.0,1-back,6,Calming,8
142.0,1-back,6,Calming,8
578.0,1-back,6,Calming,8
275.0,1-back,6,Calming,8
461.0,1-back,6,Calming,8
567.0,1-back,6,Calming,8
0.0,1-back,7,Calming,8
638.0,1-back,7,Calming,8
281.0,1-back,7,Calming,8
619.0,1-back,7,Calming,8
808.0,1-back,7,Calming,8
227.0,1-back,7,Calming,8
294.0,1-back,7,Calming,8
210.0,1-back,7,Calming,8
77.0,1-back,7,Calming,8
623.0,1-back,7,Calming,8
352.0,1-back,7,Calming,8
189.0,1-back,7,Calming,8
884.0,1-back,7,Calming,8
452.0,1-back,7,Calming,8
298.0,1-back,7,Calming,8
311.0,1-back,7,Calming,8
225.0,1-back,7,Calming,8
99.0,1-back,7,Calming,8
474.0,1-back,7,Calming,8
841.0,1-back,7,Calming,8
509.0,1-back,7,Calming,8
268.0,1-back,7,Calming,8
0.0,3-back,8,Calming,8
0.0,3-back,8,Calming,8
0.0,3-back,8,Calming,8
257.0,3-back,8,Calming,8
774.0,3-back,8,Calming,8
353.0,3-back,8,Calming,8
591.0,3-back,8,Calming,8
390.0,3-back,8,Calming,8
1062.0,3-back,8,Calming,8
1269.0,3-back,8,Calming,8
671.0,3-back,8,Calming,8
354.0,3-back,8,Calming,8
950.0,3-back,8,Calming,8
1013.0,3-back,8,Calming,8
711.0,3-back,8,Calming,8
800.0,3-back,8,Calming,8
1325.0,3-back,8,Calming,8
280.0,3-back,8,Calming,8
400.0,3-back,8,Calming,8
13.0,3-back,8,Calming,8
506.0,3-back,8,Calming,8
1019.0,3-back,8,Calming,8
0.0,3-back,10,Calming,8
0.0,3-back,10,Calming,8
0.0,3-back,10,Calming,8
590.0,3-back,10,Calming,8
374.0,3-back,10,Calming,8
551.0,3-back,10,Calming,8
453.0,3-back,10,Calming,8
291.0,3-back,10,Calming,8
80.0,3-back,10,Calming,8
560.0,3-back,10,Calming,8
439.0,3-back,10,Calming,8
929.0,3-back,10,Calming,8
0.0,3-back,10,Calming,8
676.0,3-back,10,Calming,8
387.0,3-back,10,Calming,8
789.0,3-back,10,Calming,8
513.0,3-back,10,Calming,8
568.0,3-back,10,Calming,8
485.0,3-back,10,Calming,8
1317.0,3-back,10,Calming,8
0.0,3-back,10,Calming,8
347.0,3-back,10,Calming,8
0.0,1-back,11,Calming,8
198.0,1-back,11,Calming,8
191.0,1-back,11,Calming,8
171.0,1-back,11,Calming,8
126.0,1-back,11,Calming,8
523.0,1-back,11,Calming,8
363.0,1-back,11,Calming,8
317.0,1-back,11,Calming,8
558.0,1-back,11,Calming,8
335.0,1-back,11,Calming,8
281.0,1-back,11,Calming,8
193.0,1-back,11,Calming,8
355.0,1-back,11,Calming,8
286.0,1-back,11,Calming,8
334.0,1-back,11,Calming,8
116.0,1-back,11,Calming,8
371.0,1-back,11,Calming,8
642.0,1-back,11,Calming,8
775.0,1-back,11,Calming,8
614.0,1-back,11,Calming,8
427.0,1-back,11,Calming,8
137.0,1-back,11,Calming,8
0.0,1-back,12,Calming,8
276.0,1-back,12,Calming,8
252.0,1-back,12,Calming,8
236.0,1-back,12,Calming,8
299.0,1-back,12,Calming,8
423.0,1-back,12,Calming,8
488.0,1-back,12,Calming,8
431.0,1-back,12,Calming,8
302.0,1-back,12,Calming,8
274.0,1-back,12,Calming,8
180.0,1-back,12,Calming,8
344.0,1-back,12,Calming,8
705.0,1-back,12,Calming,8
874.0,1-back,12,Calming,8
1206.0,1-back,12,Calming,8
734.0,1-back,12,Calming,8
197.0,1-back,12,Calming,8
171.0,1-back,12,Calming,8
50.0,1-back,12,Calming,8
757.0,1-back,12,Calming,8
183.0,1-back,12,Calming,8
1013.0,1-back,12,Calming,8
0.0,3-back,13,Calming,8
0.0,3-back,13,Calming,8
0.0,3-back,13,Calming,8
208.0,3-back,13,Calming,8
0.0,3-back,13,Calming,8
176.0,3-back,13,Calming,8
962.0,3-back,13,Calming,8
0.0,3-back,13,Calming,8
67.0,3-back,13,Calming,8
367.0,3-back,13,Calming,8
167.0,3-back,13,Calming,8
282.0,3-back,13,Calming,8
135.0,3-back,13,Calming,8
643.0,3-back,13,Calming,8
772.0,3-back,13,Calming,8
234.0,3-back,13,Calming,8
478.0,3-back,13,Calming,8
334.0,3-back,13,Calming,8
306.0,3-back,13,Calming,8
464.0,3-back,13,Calming,8
731.0,3-back,13,Calming,8
917.0,3-back,13,Calming,8
0.0,3-back,14,Calming,8
0.0,3-back,14,Calming,8
0.0,3-back,14,Calming,8
370.0,3-back,14,Calming,8
632.0,3-back,14,Calming,8
425.0,3-back,14,Calming,8
375.0,3-back,14,Calming,8
322.0,3-back,14,Calming,8
673.0,3-back,14,Calming,8
1089.0,3-back,14,Calming,8
443.0,3-back,14,Calming,8
817.0,3-back,14,Calming,8
310.0,3-back,14,Calming,8
428.0,3-back,14,Calming,8
588.0,3-back,14,Calming,8
482.0,3-back,14,Calming,8
1314.0,3-back,14,Calming,8
706.0,3-back,14,Calming,8
374.0,3-back,14,Calming,8
651.0,3-back,14,Calming,8
243.0,3-back,14,Calming,8
513.0,3-back,14,Calming,8
0.0,1-back,15,Calming,8
486.0,1-back,15,Calming,8
37.0,1-back,15,Calming,8
268.0,1-back,15,Calming,8
190.0,1-back,15,Calming,8
353.0,1-back,15,Calming,8
75.0,1-back,15,Calming,8
366.0,1-back,15,Calming,8
246.0,1-back,15,Calming,8
249.0,1-back,15,Calming,8
333.0,1-back,15,Calming,8
447.0,1-back,15,Calming,8
286.0,1-back,15,Calming,8
299.0,1-back,15,Calming,8
318.0,1-back,15,Calming,8
320.0,1-back,15,Calming,8
281.0,1-back,15,Calming,8
950.0,1-back,15,Calming,8
0.0,1-back,15,Calming,8
975.0,1-back,15,Calming,8
461.0,1-back,15,Calming,8
169.0,1-back,15,Calming,8
0.0,3-back,16,Calming,8
0.0,3-back,16,Calming,8
0.0,3-back,16,Calming,8
167.0,3-back,16,Calming,8
161.0,3-back,16,Calming,8
326.0,3-back,16,Calming,8
199.0,3-back,16,Calming,8
1270.0,3-back,16,Calming,8
0.0,3-back,16,Calming,8
216.0,3-back,16,Calming,8
0.0,3-back,16,Calming,8
334.0,3-back,16,Calming,8
97.0,3-back,16,Calming,8
310.0,3-back,16,Calming,8
398.0,3-back,16,Calming,8
376.0,3-back,16,Calming,8
274.0,3-back,16,Calming,8
347.0,3-back,16,Calming,8
725.0,3-back,16,Calming,8
305.0,3-back,16,Calming,8
336.0,3-back,16,Calming,8
1313.0,3-back,16,Calming,8
0.0,1-back,17,Calming,8
103.0,1-back,17,Calming,8
38.0,1-back,17,Calming,8
16.0,1-back,17,Calming,8
499.0,1-back,17,Calming,8
398.0,1-back,17,Calming,8
41.0,1-back,17,Calming,8
149.0,1-back,17,Calming,8
451.0,1-back,17,Calming,8
128.0,1-back,17,Calming,8
91.0,1-back,17,Calming,8
90.0,1-back,17,Calming,8
16.0,1-back,17,Calming,8
492.0,1-back,17,Calming,8
53.0,1-back,17,Calming,8
20.0,1-back,17,Calming,8
288.0,1-back,17,Calming,8
244.0,1-back,17,Calming,8
219.0,1-back,17,Calming,8
204.0,1-back,17,Calming,8
161.0,1-back,17,Calming,8
208.0,1-back,17,Calming,8
0.0,1-back,1,Vexing,3
108.0,1-back,1,Vexing,3
95.0,1-back,1,Vexing,3
152.0,1-back,1,Vexing,3
475.0,1-back,1,Vexing,3
69.0,1-back,1,Vexing,3
182.0,1-back,1,Vexing,3
219.0,1-back,1,Vexing,3
270.0,1-back,1,Vexing,3
177.0,1-back,1,Vexing,3
193.0,1-back,1,Vexing,3
246.0,1-back,1,Vexing,3
476.0,1-back,1,Vexing,3
772.0,1-back,1,Vexing,3
242.0,1-back,1,Vexing,3
664.0,1-back,1,Vexing,3
466.0,1-back,1,Vexing,3
161.0,1-back,1,Vexing,3
441.0,1-back,1,Vexing,3
229.0,1-back,1,Vexing,3
286.0,1-back,1,Vexing,3
506.0,1-back,1,Vexing,3
0.0,3-back,2,Vexing,3
0.0,3-back,2,Vexing,3
0.0,3-back,2,Vexing,3
596.0,3-back,2,Vexing,3
655.0,3-back,2,Vexing,3
599.0,3-back,2,Vexing,3
244.0,3-back,2,Vexing,3
459.0,3-back,2,Vexing,3
484.0,3-back,2,Vexing,3
596.0,3-back,2,Vexing,3
1031.0,3-back,2,Vexing,3
1236.0,3-back,2,Vexing,3
506.0,3-back,2,Vexing,3
544.0,3-back,2,Vexing,3
620.0,3-back,2,Vexing,3
775.0,3-back,2,Vexing,3
822.0,3-back,2,Vexing,3
907.0,3-back,2,Vexing,3
1012.0,3-back,2,Vexing,3
512.0,3-back,2,Vexing,3
1484.0,3-back,2,Vexing,3
493.0,3-back,2,Vexing,3
0.0,1-back,3,Vexing,3
163.0,1-back,3,Vexing,3
214.0,1-back,3,Vexing,3
937.0,1-back,3,Vexing,3
691.0,1-back,3,Vexing,3
605.0,1-back,3,Vexing,3
276.0,1-back,3,Vexing,3
346.0,1-back,3,Vexing,3
561.0,1-back,3,Vexing,3
335.0,1-back,3,Vexing,3
363.0,1-back,3,Vexing,3
461.0,1-back,3,Vexing,3
382.0,1-back,3,Vexing,3
779.0,1-back,3,Vexing,3
357.0,1-back,3,Vexing,3
0.0,1-back,3,Vexing,3
548.0,1-back,3,Vexing,3
393.0,1-back,3,Vexing,3
1156.0,1-back,3,Vexing,3
632.0,1-back,3,Vexing,3
284.0,1-back,3,Vexing,3
172.0,1-back,3,Vexing,3
0.0,3-back,4,Vexing,3
0.0,3-back,4,Vexing,3
0.0,3-back,4,Vexing,3
543.0,3-back,4,Vexing,3
1394.0,3-back,4,Vexing,3
438.0,3-back,4,Vexing,3
491.0,3-back,4,Vexing,3
602.0,3-back,4,Vexing,3
838.0,3-back,4,Vexing,3
616.0,3-back,4,Vexing,3
350.0,3-back,4,Vexing,3
205.0,3-back,4,Vexing,3
339.0,3-back,4,Vexing,3
662.0,3-back,4,Vexing,3
644.0,3-back,4,Vexing,3
591.0,3-back,4,Vexing,3
654.0,3-back,4,Vexing,3
420.0,3-back,4,Vexing,3
629.0,3-back,4,Vexing,3
1262.0,3-back,4,Vexing,3
441.0,3-back,4,Vexing,3
235.0,3-back,4,Vexing,3
0.0,1-back,5,Vexing,3
164.0,1-back,5,Vexing,3
62.0,1-back,5,Vexing,3
633.0,1-back,5,Vexing,3
277.0,1-back,5,Vexing,3
168.0,1-back,5,Vexing,3
201.0,1-back,5,Vexing,3
84.0,1-back,5,Vexing,3
519.0,1-back,5,Vexing,3
231.0,1-back,5,Vexing,3
46.0,1-back,5,Vexing,3
160.0,1-back,5,Vexing,3
401.0,1-back,5,Vexing,3
408.0,1-back,5,Vexing,3
485.0,1-back,5,Vexing,3
451.0,1-back,5,Vexing,3
847.0,1-back,5,Vexing,3
488.0,1-back,5,Vexing,3
695.0,1-back,5,Vexing,3
840.0,1-back,5,Vexing,3
600.0,1-back,5,Vexing,3
0.0,1-back,5,Vexing,3
0.0,3-back,6,Vexing,3
0.0,3-back,6,Vexing,3
0.0,3-back,6,Vexing,3
689.0,3-back,6,Vexing,3
914.0,3-back,6,Vexing,3
610.0,3-back,6,Vexing,3
625.0,3-back,6,Vexing,3
344.0,3-back,6,Vexing,3
588.0,3-back,6,Vexing,3
348.0,3-back,6,Vexing,3
551.0,3-back,6,Vexing,3
385.0,3-back,6,Vexing,3
760.0,3-back,6,Vexing,3
318.0,3-back,6,Vexing,3
505.0,3-back,6,Vexing,3
624.0,3-back,6,Vexing,3
514.0,3-back,6,Vexing,3
276.0,3-back,6,Vexing,3
138.0,3-back,6,Vexing,3
750.0,3-back,6,Vexing,3
335.0,3-back,6,Vexing,3
449.0,3-back,6,Vexing,3
0.0,1-back,7,Vexing,3
325.0,1-back,7,Vexing,3
190.0,1-back,7,Vexing,3
468.0,1-back,7,Vexing,3
406.0,1-back,7,Vexing,3
76.0,1-back,7,Vexing,3
205.0,1-back,7,Vexing,3
522.0,1-back,7,Vexing,3
252.0,1-back,7,Vexing,3
251.0,1-back,7,Vexing,3
261.0,1-back,7,Vexing,3
278.0,1-back,7,Vexing,3
95.0,1-back,7,Vexing,3
104.0,1-back,7,Vexing,3
144.0,1-back,7,Vexing,3
399.0,1-back,7,Vexing,3
162.0,1-back,7,Vexing,3
108.0,1-back,7,Vexing,3
34.0,1-back,7,Vexing,3
106.0,1-back,7,Vexing,3
164.0,1-back,7,Vexing,3
169.0,1-back,7,Vexing,3
0.0,3-back,8,Vexing,3
0.0,3-back,8,Vexing,3
0.0,3-back,8,Vexing,3
42.0,3-back,8,Vexing,3
583.0,3-back,8,Vexing,3
416.0,3-back,8,Vexing,3
163.0,3-back,8,Vexing,3
376.0,3-back,8,Vexing,3
493.0,3-back,8,Vexing,3
184.0,3-back,8,Vexing,3
342.0,3-back,8,Vexing,3
323.0,3-back,8,Vexing,3
562.0,3-back,8,Vexing,3
447.0,3-back,8,Vexing,3
357.0,3-back,8,Vexing,3
283.0,3-back,8,Vexing,3
332.0,3-back,8,Vexing,3
247.0,3-back,8,Vexing,3
1419.0,3-back,8,Vexing,3
448.0,3-back,8,Vexing,3
194.0,3-back,8,Vexing,3
275.0,3-back,8,Vexing,3
0.0,1-back,10,Vexing,3
330.0,1-back,10,Vexing,3
476.0,1-back,10,Vexing,3
198.0,1-back,10,Vexing,3
405.0,1-back,10,Vexing,3
157.0,1-back,10,Vexing,3
145.0,1-back,10,Vexing,3
84.0,1-back,10,Vexing,3
263.0,1-back,10,Vexing,3
251.0,1-back,10,Vexing,3
656.0,1-back,10,Vexing,3
257.0,1-back,10,Vexing,3
287.0,1-back,10,Vexing,3
174.0,1-back,10,Vexing,3
269.0,1-back,10,Vexing,3
174.0,1-back,10,Vexing,3
10.0,1-back,10,Vexing,3
94.0,1-back,10,Vexing,3
365.0,1-back,10,Vexing,3
105.0,1-back,10,Vexing,3
119.0,1-back,10,Vexing,3
43.0,1-back,10,Vexing,3
0.0,3-back,11,Vexing,3
0.0,3-back,11,Vexing,3
0.0,3-back,11,Vexing,3
325.0,3-back,11,Vexing,3
225.0,3-back,11,Vexing,3
398.0,3-back,11,Vexing,3
1091.0,3-back,11,Vexing,3
673.0,3-back,11,Vexing,3
834.0,3-back,11,Vexing,3
237.0,3-back,11,Vexing,3
483.0,3-back,11,Vexing,3
826.0,3-back,11,Vexing,3
407.0,3-back,11,Vexing,3
139.0,3-back,11,Vexing,3
390.0,3-back,11,Vexing,3
597.0,3-back,11,Vexing,3
186.0,3-back,11,Vexing,3
643.0,3-back,11,Vexing,3
307.0,3-back,11,Vexing,3
213.0,3-back,11,Vexing,3
377.0,3-back,11,Vexing,3
241.0,3-back,11,Vexing,3
0.0,3-back,12,Vexing,3
0.0,3-back,12,Vexing,3
0.0,3-back,12,Vexing,3
175.0,3-back,12,Vexing,3
290.0,3-back,12,Vexing,3
530.0,3-back,12,Vexing,3
310.0,3-back,12,Vexing,3
241.0,3-back,12,Vexing,3
117.0,3-back,12,Vexing,3
122.0,3-back,12,Vexing,3
297.0,3-back,12,Vexing,3
306.0,3-back,12,Vexing,3
580.0,3-back,12,Vexing,3
385.0,3-back,12,Vexing,3
675.0,3-back,12,Vexing,3
203.0,3-back,12,Vexing,3
311.0,3-back,12,Vexing,3
515.0,3-back,12,Vexing,3
320.0,3-back,12,Vexing,3
724.0,3-back,12,Vexing,3
547.0,3-back,12,Vexing,3
638.0,3-back,12,Vexing,3
0.0,1-back,13,Vexing,3
230.0,1-back,13,Vexing,3
447.0,1-back,13,Vexing,3
325.0,1-back,13,Vexing,3
10.0,1-back,13,Vexing,3
460.0,1-back,13,Vexing,3
192.0,1-back,13,Vexing,3
168.0,1-back,13,Vexing,3
36.0,1-back,13,Vexing,3
296.0,1-back,13,Vexing,3
81.0,1-back,13,Vexing,3
282.0,1-back,13,Vexing,3
271.0,1-back,13,Vexing,3
20.0,1-back,13,Vexing,3
105.0,1-back,13,Vexing,3
236.0,1-back,13,Vexing,3
203.0,1-back,13,Vexing,3
129.0,1-back,13,Vexing,3
84.0,1-back,13,Vexing,3
36.0,1-back,13,Vexing,3
112.0,1-back,13,Vexing,3
332.0,1-back,13,Vexing,3
0.0,3-back,14,Vexing,3
0.0,3-back,14,Vexing,3
0.0,3-back,14,Vexing,3
48.0,3-back,14,Vexing,3
218.0,3-back,14,Vexing,3
116.0,3-back,14,Vexing,3
162.0,3-back,14,Vexing,3
589.0,3-back,14,Vexing,3
269.0,3-back,14,Vexing,3
305.0,3-back,14,Vexing,3
157.0,3-back,14,Vexing,3
110.0,3-back,14,Vexing,3
329.0,3-back,14,Vexing,3
114.0,3-back,14,Vexing,3
298.0,3-back,14,Vexing,3
262.0,3-back,14,Vexing,3
607.0,3-back,14,Vexing,3
284.0,3-back,14,Vexing,3
654.0,3-back,14,Vexing,3
340.0,3-back,14,Vexing,3
153.0,3-back,14,Vexing,3
329.0,3-back,14,Vexing,3
0.0,1-back,15,Vexing,3
7.0,1-back,15,Vexing,3
0.0,1-back,15,Vexing,3
148.0,1-back,15,Vexing,3
192.0,1-back,15,Vexing,3
22.0,1-back,15,Vexing,3
426.0,1-back,15,Vexing,3
270.0,1-back,15,Vexing,3
218.0,1-back,15,Vexing,3
82.0,1-back,15,Vexing,3
403.0,1-back,15,Vexing,3
279.0,1-back,15,Vexing,3
281.0,1-back,15,Vexing,3
353.0,1-back,15,Vexing,3
78.0,1-back,15,Vexing,3
96.0,1-back,15,Vexing,3
18.0,1-back,15,Vexing,3
25.0,1-back,15,Vexing,3
46.0,1-back,15,Vexing,3
692.0,1-back,15,Vexing,3
225.0,1-back,15,Vexing,3
164.0,1-back,15,Vexing,3
558.0,3-back,16,Vexing,3
0.0,3-back,16,Vexing,3
0.0,3-back,16,Vexing,3
503.0,3-back,16,Vexing,3
667.0,3-back,16,Vexing,3
555.0,3-back,16,Vexing,3
508.0,3-back,16,Vexing,3
432.0,3-back,16,Vexing,3
615.0,3-back,16,Vexing,3
293.0,3-back,16,Vexing,3
739.0,3-back,16,Vexing,3
1436.0,3-back,16,Vexing,3
1004.0,3-back,16,Vexing,3
544.0,3-back,16,Vexing,3
429.0,3-back,16,Vexing,3
487.0,3-back,16,Vexing,3
387.0,3-back,16,Vexing,3
338.0,3-back,16,Vexing,3
403.0,3-back,16,Vexing,3
601.0,3-back,16,Vexing,3
930.0,3-back,16,Vexing,3
1461.0,3-back,16,Vexing,3
0.0,1-back,17,Vexing,3
359.0,1-back,17,Vexing,3
24.0,1-back,17,Vexing,3
133.0,1-back,17,Vexing,3
165.0,1-back,17,Vexing,3
91.0,1-back,17,Vexing,3
48.0,1-back,17,Vexing,3
124.0,1-back,17,Vexing,3
261.0,1-back,17,Vexing,3
204.0,1-back,17,Vexing,3
7.0,1-back,17,Vexing,3
690.0,1-back,17,Vexing,3
369.0,1-back,17,Vexing,3
275.0,1-back,17,Vexing,3
565.0,1-back,17,Vexing,3
612.0,1-back,17,Vexing,3
241.0,1-back,17,Vexing,3
262.0,1-back,17,Vexing,3
196.0,1-back,17,Vexing,3
332.0,1-back,17,Vexing,3
0.0,1-back,17,Vexing,3
1199.0,1-back,17,Vexing,3
0.0,1-back,1,Calming,11
487.0,1-back,1,Calming,11
222.0,1-back,1,Calming,11
189.0,1-back,1,Calming,11
74.0,1-back,1,Calming,11
417.0,1-back,1,Calming,11
464.0,1-back,1,Calming,11
0.0,1-back,1,Calming,11
785.0,1-back,1,Calming,11
477.0,1-back,1,Calming,11
358.0,1-back,1,Calming,11
302.0,1-back,1,Calming,11
138.0,1-back,1,Calming,11
427.0,1-back,1,Calming,11
343.0,1-back,1,Calming,11
697.0,1-back,1,Calming,11
666.0,1-back,1,Calming,11
763.0,1-back,1,Calming,11
166.0,1-back,1,Calming,11
116.0,1-back,1,Calming,11
35.0,1-back,1,Calming,11
5.0,1-back,1,Calming,11
0.0,3-back,2,Calming,11
0.0,3-back,2,Calming,11
0.0,3-back,2,Calming,11
171.0,3-back,2,Calming,11
235.0,3-back,2,Calming,11
338.0,3-back,2,Calming,11
0.0,3-back,2,Calming,11
678.0,3-back,2,Calming,11
576.0,3-back,2,Calming,11
529.0,3-back,2,Calming,11
0.0,3-back,2,Calming,11
904.0,3-back,2,Calming,11
699.0,3-back,2,Calming,11
475.0,3-back,2,Calming,11
0.0,3-back,2,Calming,11
484.0,3-back,2,Calming,11
575.0,3-back,2,Calming,11
1033.0,3-back,2,Calming,11
543.0,3-back,2,Calming,11
1413.0,3-back,2,Calming,11
0.0,3-back,2,Calming,11
833.0,3-back,2,Calming,11
0.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
1288.0,3-back,3,Calming,11
593.0,3-back,3,Calming,11
4.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
536.0,3-back,3,Calming,11
361.0,3-back,3,Calming,11
229.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
382.0,3-back,3,Calming,11
1087.0,3-back,3,Calming,11
733.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
0.0,3-back,3,Calming,11
326.0,3-back,3,Calming,11
0.0,1-back,4,Calming,11
383.0,1-back,4,Calming,11
0.0,1-back,4,Calming,11
366.0,1-back,4,Calming,11
688.0,1-back,4,Calming,11
28.0,1-back,4,Calming,11
